timestep,policy,total_messages,total_bytes,byte_hops,max_link_load_bytes,mean_active_link_load_bytes,hot_link_count,max_hops,serialization_cycles,estimated_latency_cycles,migration_byte_hops,moved_tasks,realized_objective
44,history,64.0,16384.0,33280.0,768.0,305.3211009174312,1,8,12.0,20.0,0.0,0,36352.0
45,history,64.0,16384.0,35584.0,768.0,299.02521008403363,1,8,12.0,20.0,0.0,0,38656.0
46,history,64.0,16384.0,37376.0,768.0,303.869918699187,2,8,12.0,20.0,1536.0,2,41216.0
47,history,64.0,16384.0,37632.0,512.0,285.09090909090907,15,8,8.0,16.0,6656.0,10,43008.0
48,history,64.0,16384.0,40192.0,768.0,295.52941176470586,1,12,12.0,24.0,6656.0,13,46592.0
49,history,64.0,16384.0,43264.0,768.0,315.7956204379562,2,12,12.0,24.0,0.0,0,46336.0
50,history,64.0,16384.0,42752.0,1024.0,331.4108527131783,1,12,16.0,28.0,4096.0,9,48896.0
51,history,64.0,16384.0,46336.0,1024.0,321.77777777777777,1,12,16.0,28.0,6656.0,9,53760.0
52,history,64.0,16384.0,45824.0,1024.0,327.3142857142857,1,12,16.0,28.0,7168.0,10,53504.0
53,history,64.0,16384.0,38656.0,768.0,309.248,2,8,12.0,20.0,16384.0,24,49920.0
54,history,64.0,16384.0,38656.0,512.0,299.6589147286822,22,8,8.0,16.0,10752.0,13,46080.0
55,history,64.0,16384.0,40192.0,512.0,309.16923076923075,27,7,8.0,15.0,11264.0,19,47872.0
56,history,64.0,16384.0,41216.0,768.0,327.1111111111111,1,10,12.0,22.0,7168.0,13,47872.0
57,history,64.0,16384.0,40192.0,768.0,324.1290322580645,1,13,12.0,25.0,12800.0,20,49664.0
58,history,64.0,16384.0,43008.0,768.0,333.3953488372093,3,13,12.0,25.0,0.0,0,46080.0
59,history,64.0,16384.0,43776.0,768.0,331.6363636363636,4,13,12.0,25.0,2560.0,7,48128.0
60,history,64.0,16384.0,44032.0,768.0,331.0676691729323,4,12,12.0,24.0,11264.0,16,52736.0
61,history,64.0,16384.0,42496.0,768.0,324.39694656488547,5,12,12.0,24.0,12288.0,22,51712.0
62,history,64.0,16384.0,40960.0,768.0,320.0,4,10,12.0,22.0,14848.0,21,51456.0
63,history,64.0,16384.0,38912.0,768.0,308.8253968253968,1,10,12.0,22.0,6144.0,11,45056.0
